dataset,split,class_name,method,path,frame_count,planned_frames,detected_frames,detection_rate,median_box_width_px,median_score,median_centre_step_px,max_centre_step_px
CelebDFv3,train,fake,FaceReenact/LivePortrait,FAKE/FaceReenact/LivePortrait/id31_id6_0005.mp4,372,48,48,1.0,172.65625,1.0,5.673752307891846,42.768924713134766
CelebDFv3,train,fake,FaceReenact/LivePortrait,FAKE/FaceReenact/LivePortrait/id32_id28_0007.mp4,301,39,37,0.9487179487179487,120.57499694824219,1.0,0.0,18.73832893371582
CelebDFv3,train,fake,FaceReenact/LivePortrait,FAKE/FaceReenact/LivePortrait/id32_id34_0006.mp4,441,56,9,0.16071428571428573,58.29999923706055,1.0,2.8107645511627197,31.144554138183594
CelebDFv3,train,fake,FaceReenact/LivePortrait,FAKE/FaceReenact/LivePortrait/id33_id21_0001.mp4,262,34,27,0.7941176470588235,143.09999084472656,1.0,0.0,19.49596405029297
CelebDFv3,train,fake,FaceReenact/LivePortrait,FAKE/FaceReenact/LivePortrait/id33_id32_0001.mp4,571,73,68,0.9315068493150684,119.25,1.0,6.250001907348633,41.32001495361328
CelebDFv3,train,fake,FaceReenact/LivePortrait,FAKE/FaceReenact/LivePortrait/id33_id38_0006.mp4,467,60,60,1.0,144.4250030517578,1.0,0.0,40.60749435424805
CelebDFv3,train,fake,FaceReenact/LivePortrait,FAKE/FaceReenact/LivePortrait/id34_id30_0002.mp4,465,59,59,1.0,144.4250030517578,1.0,0.0,35.55349349975586
CelebDFv3,train,fake,FaceReenact/LivePortrait,FAKE/FaceReenact/LivePortrait/id34_id33_0002.mp4,452,58,49,0.8448275862068966,144.4250030517578,1.0,0.0,22.486019134521484
CelebDFv3,train,fake,FaceReenact/LivePortrait,FAKE/FaceReenact/LivePortrait/id35_id20_0008.mp4,338,44,44,1.0,100.69999694824219,1.0,0.0,21.86248779296875
CelebDFv3,train,fake,FaceReenact/LivePortrait,FAKE/FaceReenact/LivePortrait/id35_id2_0002.mp4,361,46,46,1.0,143.7624969482422,1.0,0.0,34.96217346191406
CelebDFv3,train,fake,FaceReenact/LivePortrait,FAKE/FaceReenact/LivePortrait/id35_id33_0003.mp4,490,63,45,0.7142857142857143,205.375,1.0,22.524993896484375,274.25982666015625
CelebDFv3,train,fake,FaceReenact/LivePortrait,FAKE/FaceReenact/LivePortrait/id35_id4_0001.mp4,459,59,59,1.0,119.25,1.0,13.25,29.627901077270508
CelebDFv3,train,fake,FaceReenact/LivePortrait,FAKE/FaceReenact/LivePortrait/id37_id20_0008.mp4,338,44,44,1.0,121.7125015258789,1.0,0.0,17.361766815185547
CelebDFv3,train,fake,FaceReenact/LivePortrait,FAKE/FaceReenact/LivePortrait/id37_id29_0000.mp4,429,55,55,1.0,145.78750610351562,1.0,0.0,50.12057876586914
CelebDFv3,train,fake,FaceReenact/LivePortrait,FAKE/FaceReenact/LivePortrait/id37_id31_0000.mp4,423,54,12,0.2222222222222222,145.78750610351562,1.0,3.3437745571136475,16.04998779296875
CelebDFv3,train,fake,FaceReenact/LivePortrait,FAKE/FaceReenact/LivePortrait/id37_id34_0008.mp4,516,66,66,1.0,121.7125015258789,1.0,11.069786071777344,42.47486877441406
CelebDFv3,train,fake,FaceReenact/LivePortrait,FAKE/FaceReenact/LivePortrait/id37_id4_0008.mp4,326,42,41,0.9761904761904762,121.7125015258789,1.0,0.0,35.888916015625
CelebDFv3,train,fake,FaceReenact/LivePortrait,FAKE/FaceReenact/LivePortrait/id38_id26_0005.mp4,336,43,43,1.0,100.3125,1.0,0.0,16.077831268310547
CelebDFv3,train,fake,FaceReenact/LivePortrait,FAKE/FaceReenact/LivePortrait/id38_id31_0001.mp4,369,47,47,1.0,144.4499969482422,1.0,0.0,16.050018310546875
CelebDFv3,train,fake,FaceReenact/LivePortrait,FAKE/FaceReenact/LivePortrait/id38_id35_0000.mp4,487,62,62,1.0,121.7125015258789,1.0,0.0,34.755714416503906
CelebDFv3,train,fake,FaceReenact/LivePortrait,FAKE/FaceReenact/LivePortrait/id39_id46_0002.mp4,313,40,40,1.0,83.671875,1.0,0.0,9.296875
CelebDFv3,train,fake,FaceReenact/LivePortrait,FAKE/FaceReenact/LivePortrait/id3_id20_0008.mp4,338,44,44,1.0,130.0,1.0,0.0,32.649654388427734
CelebDFv3,train,fake,FaceReenact/LivePortrait,FAKE/FaceReenact/LivePortrait/id3_id2_0003.mp4,383,49,49,1.0,157.421875,1.0,0.0,38.607112884521484
CelebDFv3,train,fake,FaceReenact/LivePortrait,FAKE/FaceReenact/LivePortrait/id3_id37_0001.mp4,290,38,36,0.9473684210526315,156.0,1.0,15.0,48.64668655395508
CelebDFv3,train,fake,FaceReenact/LivePortrait,FAKE/FaceReenact/LivePortrait/id3_id6_0009.mp4,530,68,68,1.0,215.47499084472656,1.0,0.0,53.124271392822266
CelebDFv3,val,fake,FaceReenact/LivePortrait,FAKE/FaceReenact/LivePortrait/id40_id45_0005.mp4,327,42,42,1.0,172.25,1.0,0.0,26.233644485473633
CelebDFv3,val,fake,FaceReenact/LivePortrait,FAKE/FaceReenact/LivePortrait/id42_id45_0001.mp4,257,33,33,1.0,90.0,1.0,0.0,29.27456283569336
CelebDFv3,train,fake,FaceReenact/LivePortrait,FAKE/FaceReenact/LivePortrait/id44_id41_0005.mp4,230,30,30,1.0,172.25,1.0,0.0,27.186717987060547
CelebDFv3,val,fake,FaceReenact/LivePortrait,FAKE/FaceReenact/LivePortrait/id45_id43_0000.mp4,319,41,41,1.0,172.25,1.0,9.653129577636719,22.524993896484375
CelebDFv3,train,fake,FaceReenact/LivePortrait,FAKE/FaceReenact/LivePortrait/id46_id41_0007.mp4,332,43,43,1.0,106.640625,1.0,0.0,16.57281494140625
CelebDFv3,train,fake,FaceReenact/LivePortrait,FAKE/FaceReenact/LivePortrait/id47_id41_0001.mp4,310,40,5,0.125,81.703125,1.0,21.20107650756836,40.598609924316406
CelebDFv3,train,fake,FaceReenact/LivePortrait,FAKE/FaceReenact/LivePortrait/id4_id20_0005.mp4,324,42,33,0.7857142857142857,229.6125030517578,1.0,10.226415634155273,73.09901428222656
CelebDFv3,train,fake,FaceReenact/LivePortrait,FAKE/FaceReenact/LivePortrait/id4_id2_0001.mp4,376,48,48,1.0,160.4343719482422,1.0,0.0,24.978532791137695
CelebDFv3,train,fake,FaceReenact/LivePortrait,FAKE/FaceReenact/LivePortrait/id4_id35_0009.mp4,321,41,30,0.7317073170731707,132.46875,1.0,2.3272337913513184,47.0827522277832
CelebDFv3,train,fake,FaceReenact/LivePortrait,FAKE/FaceReenact/LivePortrait/id51_id53_0006.mp4,485,62,62,1.0,101.6500015258789,1.0,4.486111164093018,11.906758308410645
CelebDFv3,val,fake,FaceReenact/LivePortrait,FAKE/FaceReenact/LivePortrait/id52_id49_0006.mp4,330,43,43,1.0,145.78750610351562,1.0,12.715524673461914,31.43121337890625
CelebDFv3,train,fake,FaceReenact/LivePortrait,FAKE/FaceReenact/LivePortrait/id53_id58_0004.mp4,460,59,59,1.0,144.4499969482422,1.0,0.0,35.88888931274414
CelebDFv3,train,fake,FaceReenact/LivePortrait,FAKE/FaceReenact/LivePortrait/id55_id56_0004.mp4,449,57,57,1.0,84.26249694824219,1.0,1.0031280517578125,18.725006103515625
CelebDFv3,train,fake,FaceReenact/LivePortrait,FAKE/FaceReenact/LivePortrait/id56_id58_0006.mp4,458,59,59,1.0,101.6500015258789,1.0,4.282100677490234,22.068740844726562
CelebDFv3,train,fake,FaceReenact/LivePortrait,FAKE/FaceReenact/LivePortrait/id60_id5_0001.mp4,380,49,49,1.0,173.875,1.0,0.0,38.7874755859375
CelebDFv3,train,fake,FaceReenact/LivePortrait,FAKE/FaceReenact/LivePortrait/id6_id28_0004.mp4,311,40,40,1.0,191.34375,1.0,7.248117923736572,33.70077896118164
CelebDFv3,train,fake,FaceReenact/LivePortrait,FAKE/FaceReenact/LivePortrait/id6_id31_0006.mp4,365,47,47,1.0,158.96250915527344,1.0,6.822964668273926,38.83769226074219
CelebDFv3,train,fake,FaceReenact/LivePortrait,FAKE/FaceReenact/LivePortrait/id6_id3_0007.mp4,361,46,46,1.0,132.46875,1.0,12.070291519165039,36.12846755981445
CelebDFv3,train,fake,FaceReenact/LivePortrait,FAKE/FaceReenact/LivePortrait/id8_id2_0003.mp4,383,49,47,0.9591836734693877,111.86250305175781,1.0,0.0,26.666933059692383
CelebDFv3,train,fake,FaceReenact/LivePortrait,FAKE/FaceReenact/LivePortrait/id9_id21_0001.mp4,262,34,32,0.9411764705882353,191.34375,1.0,20.606231689453125,47.398040771484375
CelebDFv3,train,fake,FaceReenact/LivePortrait,FAKE/FaceReenact/LivePortrait/id9_id2_0004.mp4,425,54,54,1.0,229.6125030517578,1.0,17.243576049804688,35.38628387451172
CelebDFv3,train,fake,FaceReenact/LivePortrait,FAKE/FaceReenact/LivePortrait/id9_id3_0001.mp4,380,49,49,1.0,191.34375,1.0,17.699195861816406,46.076969146728516
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id0_id21_0003.mp4,172,23,23,1.0,130.0,1.0,14.0,33.36540222167969
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id0_id2_0004.mp4,424,54,54,1.0,130.0,1.0,8.558621406555176,23.20021629333496
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id0_id9_0008.mp4,450,58,58,1.0,130.0,1.0,14.0,32.202484130859375
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id20_id0_0002.mp4,349,45,45,1.0,130.0,1.0,0.0,20.51828384399414
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id20_id28_0008.mp4,341,44,44,1.0,156.0,1.0,0.0,35.0
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id20_id30_0009.mp4,478,61,61,1.0,130.0,1.0,0.0,19.79899024963379
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id20_id35_0009.mp4,143,19,19,1.0,109.0,1.0,12.0,45.54119110107422
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id20_id4_0005.mp4,466,60,60,1.0,130.0,1.0,13.009612083435059,29.0
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id21_id20_0001.mp4,283,37,37,1.0,156.0,1.0,16.71077537536621,24.39774513244629
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id21_id2_0005.mp4,306,40,40,1.0,130.0,1.0,0.0,14.5
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id21_id33_0008.mp4,118,16,16,1.0,130.0,1.0,0.0,45.54119110107422
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id21_id38_0002.mp4,300,39,39,1.0,109.0,1.0,12.0,60.69802474975586
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id21_id9_0006.mp4,400,51,51,1.0,155.0,1.0,17.0,51.5
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id26_id0_0000.mp4,325,42,42,1.0,156.0,1.0,14.422204971313477,34.0
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id26_id2_0005.mp4,306,40,40,1.0,156.0,1.0,7.071067810058594,24.824382781982422
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id26_id33_0001.mp4,433,55,54,0.9818181818181818,130.0,1.0,14.0,97.1236343383789
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id26_id38_0001.mp4,260,34,34,1.0,130.0,1.0,6.4031243324279785,40.26164245605469
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id28_id0_0008.mp4,245,32,32,1.0,155.0,1.0,7.071067810058594,46.703853607177734
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id28_id22_0009.mp4,136,18,18,1.0,156.0,1.0,17.0,34.0
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id28_id2_0008.mp4,515,66,66,1.0,155.0,1.0,6.72681188583374,34.5
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id28_id33_0007.mp4,502,64,64,1.0,130.0,1.0,0.0,66.8674087524414
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id28_id4_0003.mp4,443,57,57,1.0,130.0,1.0,14.0,50.0
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id29_id20_0009.mp4,333,43,43,1.0,130.0,1.0,11.608007431030273,31.30495262145996
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id29_id30_0007.mp4,455,58,58,1.0,130.0,1.0,0.0,42.57933807373047
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id29_id34_0008.mp4,515,66,66,1.0,156.0,1.0,17.5,75.0
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id2_id0_0008.mp4,245,32,32,1.0,130.0,1.0,6.72681188583374,46.703853607177734
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id2_id26_0009.mp4,255,33,30,0.9090909090909091,130.0,1.0,7.8102498054504395,36.400550842285156
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id2_id37_0003.mp4,125,17,17,1.0,130.0,1.0,14.0,28.0
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id2_id6_0001.mp4,314,41,41,1.0,156.0,1.0,8.846334457397461,45.77389907836914
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id30_id21_0009.mp4,318,41,41,1.0,155.0,1.0,2.692582368850708,52.0
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id30_id29_0003.mp4,343,44,44,1.0,130.0,1.0,10.735455513000488,39.59798049926758
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id30_id32_0003.mp4,447,57,56,0.9824561403508771,130.0,1.0,11.800423622131348,32.649654388427734
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id30_id35_0003.mp4,453,58,58,1.0,130.0,1.0,14.0,66.4906005859375
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id30_id3_0001.mp4,379,49,49,1.0,130.0,1.0,10.850656509399414,31.764760971069336
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id30_id9_0001.mp4,436,56,56,1.0,130.0,1.0,10.965856552124023,42.57933807373047
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id31_id28_0004.mp4,310,40,40,1.0,130.0,1.0,0.0,30.463092803955078
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id31_id32_0003.mp4,447,57,56,0.9824561403508771,156.0,1.0,14.0,45.96194076538086
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id31_id35_0000.mp4,486,62,62,1.0,130.0,1.0,6.946221828460693,39.95309829711914
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id31_id38_0006.mp4,466,60,60,1.0,130.0,1.0,0.0,43.382022857666016
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id31_id9_0005.mp4,419,54,54,1.0,156.0,1.0,17.0,35.28810119628906
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id32_id30_0005.mp4,447,57,57,1.0,130.0,1.0,0.0,31.764760971069336
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id32_id35_0005.mp4,294,38,38,1.0,130.0,1.0,15.0,32.649654388427734
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id33_id26_0006.mp4,146,20,20,1.0,130.0,1.0,14.0,31.30495262145996
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id33_id34_0002.mp4,123,17,17,1.0,156.0,1.0,17.0,45.96194076538086
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id34_id26_0003.mp4,248,32,32,1.0,109.0,1.0,12.0,37.88469314575195
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id34_id31_0002.mp4,484,62,62,1.0,173.0,1.0,0.0,96.59839630126953
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id34_id35_0006.mp4,227,30,30,1.0,156.0,1.0,10.630146026611328,28.44292449951172
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id35_id26_0003.mp4,248,32,32,1.0,186.0,1.0,20.5,52.00480651855469
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id35_id30_0003.mp4,280,36,36,1.0,156.0,1.0,13.416407585144043,38.46101760864258
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id35_id34_0006.mp4,126,17,16,0.9411764705882353,156.0,1.0,17.0,59.5
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id35_id6_0009.mp4,529,67,67,1.0,130.0,1.0,0.0,32.962100982666016
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id37_id26_0002.mp4,321,41,41,1.0,130.0,1.0,14.5,48.08325958251953
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id37_id2_0000.mp4,444,57,57,1.0,130.0,1.0,9.219544410705566,24.59674835205078
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id37_id32_0001.mp4,570,73,73,1.0,130.0,1.0,0.0,31.764760971069336
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id37_id35_0009.mp4,143,19,17,0.8947368421052632,156.0,1.0,17.0,62.2675666809082
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id37_id6_0006.mp4,293,38,38,1.0,156.0,1.0,0.0,34.0
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id38_id28_0008.mp4,341,44,44,1.0,130.0,1.0,0.0,29.0
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id38_id32_0008.mp4,472,60,60,1.0,130.0,1.0,9.219544410705566,39.13119125366211
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id38_id35_0005.mp4,294,38,38,1.0,156.0,1.0,17.5,48.79549026489258
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id39_id47_0002.mp4,322,42,42,1.0,119.5,1.0,12.0,48.0
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id3_id26_0001.mp4,139,19,19,1.0,130.0,1.0,16.899494171142578,45.54119110107422
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id3_id30_0006.mp4,365,47,47,1.0,130.0,1.0,14.0,50.91414260864258
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id3_id37_0007.mp4,472,60,60,1.0,130.0,1.0,0.0,39.42397689819336
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id3_id9_0007.mp4,429,55,55,1.0,109.0,1.0,0.0,33.58943176269531
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id41_id46_0001.mp4,329,42,42,1.0,130.0,1.0,0.0,23.021728515625
CelebDFv3,val,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id43_id40_0005.mp4,321,41,41,1.0,156.0,1.0,11.872474670410156,38.01315689086914
CelebDFv3,val,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id45_id40_0001.mp4,164,22,21,0.9545454545454546,156.0,1.0,24.39774513244629,76.69745635986328
CelebDFv3,val,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id45_id43_0009.mp4,333,43,43,1.0,155.0,1.0,0.0,24.39774513244629
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id46_id47_0005.mp4,316,41,41,1.0,130.0,1.0,0.0,20.51828384399414
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id47_id44_0000.mp4,304,39,39,1.0,156.0,1.0,7.088698387145996,48.438106536865234
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id4_id26_0003.mp4,248,32,32,1.0,156.0,1.0,17.0,49.114662170410156
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id4_id30_0000.mp4,277,36,36,1.0,130.0,1.0,14.0,68.25869750976562
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id4_id3_0003.mp4,371,48,48,1.0,130.0,1.0,14.0,29.0
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id51_id55_0004.mp4,158,21,21,1.0,109.0,1.0,12.0,68.00183868408203
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id53_id51_0007.mp4,449,57,57,1.0,130.0,1.0,0.0,20.51828384399414
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id55_id51_0002.mp4,237,31,31,1.0,156.0,1.0,0.0,77.14434814453125
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id55_id58_0009.mp4,450,58,58,1.0,156.0,1.0,10.049875259399414,34.0
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id58_id51_0007.mp4,449,57,57,1.0,130.0,1.0,0.0,19.79899024963379
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id60_id5_0007.mp4,410,53,50,0.9433962264150944,130.0,1.0,14.0,48.41745376586914
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id6_id2_0008.mp4,515,66,66,1.0,155.5,1.0,14.0,34.5
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id6_id35_0007.mp4,398,51,51,1.0,130.0,1.0,13.462911605834961,48.438106536865234
CelebDFv3,val,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id7_id10_0007.mp4,173,23,23,1.0,130.0,1.0,0.0,81.24807739257812
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id8_id4_0007.mp4,445,57,57,1.0,156.0,1.0,17.0,38.01315689086914
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id9_id21_0009.mp4,318,41,41,1.0,130.0,1.0,0.0,43.0
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id9_id30_0006.mp4,365,47,47,1.0,130.0,1.0,14.0,51.312767028808594
CelebDFv3,train,fake,FaceReenact/MCNET,FAKE/FaceReenact/MCNET/id9_id4_0005.mp4,466,60,60,1.0,130.0,1.0,14.0,32.649654388427734
CelebDFv3,train,fake,FaceReenact/TPSMM,FAKE/FaceReenact/TPSMM/id0_id26_0007.mp4,282,37,37,1.0,130.0,1.0,9.204011917114258,23.8170108795166
CelebDFv3,train,fake,FaceReenact/TPSMM,FAKE/FaceReenact/TPSMM/id0_id3_0009.mp4,496,63,63,1.0,130.0,1.0,0.0,32.202484130859375
CelebDFv3,val,fake,FaceReenact/TPSMM,FAKE/FaceReenact/TPSMM/id10_id7_0008.mp4,290,38,36,0.9473684210526315,109.0,1.0,12.0,31.815876007080078
CelebDFv3,train,fake,FaceReenact/TPSMM,FAKE/FaceReenact/TPSMM/id20_id22_0005.mp4,364,47,47,1.0,130.0,1.0,14.0,21.21320343017578
CelebDFv3,train,fake,FaceReenact/TPSMM,FAKE/FaceReenact/TPSMM/id20_id29_0006.mp4,471,60,60,1.0,130.0,1.0,10.735455513000488,31.30495262145996
CelebDFv3,train,fake,FaceReenact/TPSMM,FAKE/FaceReenact/TPSMM/id20_id32_0008.mp4,472,60,60,1.0,142.5,1.0,10.735455513000488,43.0
CelebDFv3,train,fake,FaceReenact/TPSMM,FAKE/FaceReenact/TPSMM/id20_id37_0007.mp4,472,60,60,1.0,130.0,1.0,5.220153331756592,24.52039909362793
CelebDFv3,train,fake,FaceReenact/TPSMM,FAKE/FaceReenact/TPSMM/id20_id6_0006.mp4,293,38,38,1.0,130.0,1.0,6.576473236083984,29.0
CelebDFv3,train,fake,FaceReenact/TPSMM,FAKE/FaceReenact/TPSMM/id21_id28_0000.mp4,183,24,23,0.9583333333333334,130.0,1.0,0.0,78.10409545898438
CelebDFv3,train,fake,FaceReenact/TPSMM,FAKE/FaceReenact/TPSMM/id21_id31_0000.mp4,331,43,43,1.0,156.0,1.0,4.928650379180908,27.225906372070312
CelebDFv3,train,fake,FaceReenact/TPSMM,FAKE/FaceReenact/TPSMM/id21_id35_0005.mp4,294,38,38,1.0,130.0,1.0,15.0,51.865211486816406
CelebDFv3,train,fake,FaceReenact/TPSMM,FAKE/FaceReenact/TPSMM/id21_id3_0006.mp4,408,52,52,1.0,156.0,1.0,11.800423622131348,38.239376068115234
CelebDFv3,train,fake,FaceReenact/TPSMM,FAKE/FaceReenact/TPSMM/id22_id21_0004.mp4,224,29,29,1.0,156.0,1.0,0.0,51.5
CelebDFv3,train,fake,FaceReenact/TPSMM,FAKE/FaceReenact/TPSMM/id26_id22_0003.mp4,272,35,35,1.0,156.0,1.0,11.872474670410156,42.5
CelebDFv3,train,fake,FaceReenact/TPSMM,FAKE/FaceReenact/TPSMM/id26_id30_0002.mp4,464,59,59,1.0,130.0,1.0,14.0,43.0
CelebDFv3,train,fake,FaceReenact/TPSMM,FAKE/FaceReenact/TPSMM/id26_id35_0001.mp4,507,65,65,1.0,130.0,1.0,0.0,36.400550842285156
CelebDFv3,train,fake,FaceReenact/TPSMM,FAKE/FaceReenact/TPSMM/id26_id3_0008.mp4,457,58,58,1.0,130.0,1.0,8.062257766723633,31.30495262145996
CelebDFv3,train,fake,FaceReenact/TPSMM,FAKE/FaceReenact/TPSMM/id28_id21_0002.mp4,252,33,33,1.0,130.0,1.0,2.657536506652832,32.649654388427734
CelebDFv3,train,fake,FaceReenact/TPSMM,FAKE/FaceReenact/TPSMM/id28_id26_0005.mp4,335,43,43,1.0,130.0,1.0,0.0,15.239750862121582
CelebDFv3,train,fake,FaceReenact/TPSMM,FAKE/FaceReenact/TPSMM/id28_id30_0007.mp4,455,58,58,1.0,130.0,1.0,8.062257766723633,42.5
CelebDFv3,train,fake,FaceReenact/TPSMM,FAKE/FaceReenact/TPSMM/id28_id34_0008.mp4,515,66,66,1.0,130.0,1.0,14.0,46.885498046875
CelebDFv3,train,fake,FaceReenact/TPSMM,FAKE/FaceReenact/TPSMM/id28_id6_0004.mp4,457,58,58,1.0,155.0,1.0,13.416407585144043,38.910152435302734
CelebDFv3,train,fake,FaceReenact/TPSMM,FAKE/FaceReenact/TPSMM/id29_id21_0008.mp4,321,41,41,1.0,130.0,1.0,14.433034896850586,32.202484130859375
