dataset,split,class_name,label,path,verdict,ffmpeg_messages,first_message,decode_seconds
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/03_14__walking_and_outside_surprised__P1L5PF4I.mp4,ok,0,,40.5
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/03_14__walking_down_indoor_hall_disgust__KJ221YN0.mp4,ok,0,,41.78
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/03_14__walking_down_street_outside_angry__H0VQHGS3.mp4,ok,0,,37.33
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/03_14__walking_down_street_outside_angry__Q9NSXM88.mp4,ok,0,,36.43
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/03_14__walking_outside_cafe_disgusted__PLCQJM81.mp4,ok,0,,34.52
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/03_14__walking_outside_cafe_disgusted__ZC2KYASW.mp4,ok,0,,5.03
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/03_15__exit_phone_room__5C1OMK8W.mp4,ok,0,,4.16
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/03_15__exit_phone_room__GZNLO4X9.mp4,ok,0,,4.03
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/03_15__exit_phone_room__OY4I7ZU8.mp4,ok,0,,3.47
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/03_15__kitchen_pan__5C1OMK8W.mp4,ok,0,,4.33
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/03_15__kitchen_pan__AIOM1U5V.mp4,ok,0,,3.75
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/03_15__kitchen_pan__DNUJD8M2.mp4,ok,0,,4.21
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/03_15__kitchen_still__AIOM1U5V.mp4,ok,0,,7.0
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/03_15__kitchen_still__OY4I7ZU8.mp4,ok,0,,7.22
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/03_15__meeting_serious__DNUJD8M2.mp4,ok,0,,5.86
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/03_15__meeting_serious__OY4I7ZU8.mp4,ok,0,,6.3
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/03_15__meeting_serious__Q14RO7M7.mp4,ok,0,,5.51
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/03_15__outside_talking_pan_laughing__AIOM1U5V.mp4,ok,0,,4.95
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/03_15__outside_talking_pan_laughing__GZNLO4X9.mp4,ok,0,,4.99
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/03_15__outside_talking_pan_laughing__Y11NT1YX.mp4,ok,0,,5.07
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/03_15__outside_talking_still_laughing__DNUJD8M2.mp4,ok,0,,5.99
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/03_15__podium_speech_happy__DG8ITQO3.mp4,ok,0,,5.69
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/03_15__podium_speech_happy__OY4I7ZU8.mp4,ok,0,,5.11
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/03_15__secret_conversation__DG8ITQO3.mp4,ok,0,,0.9
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/03_15__talking_angry_couch__5C1OMK8W.mp4,ok,0,,9.38
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/03_15__walk_down_hall_angry__5C1OMK8W.mp4,ok,0,,3.31
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/03_15__walk_down_hall_angry__T5SHH2UL.mp4,ok,0,,2.9
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/03_15__walking_and_outside_surprised__OY4I7ZU8.mp4,ok,0,,6.79
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/03_15__walking_down_indoor_hall_disgust__OY4I7ZU8.mp4,ok,0,,7.75
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/03_15__walking_outside_cafe_disgusted__Y11NT1YX.mp4,ok,0,,4.1
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/03_18__exit_phone_room__22UBC0BS.mp4,ok,0,,4.88
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/03_18__exit_phone_room__32DBR8L4.mp4,ok,0,,3.85
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/03_18__exit_phone_room__N72YE748.mp4,ok,0,,3.74
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/03_18__kitchen_pan__22UBC0BS.mp4,ok,0,,3.84
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/03_18__kitchen_still__22UBC0BS.mp4,ok,0,,6.22
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/03_18__meeting_serious__N72YE748.mp4,ok,0,,5.98
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/03_18__outside_talking_pan_laughing__22UBC0BS.mp4,ok,0,,5.31
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/03_18__outside_talking_pan_laughing__32DBR8L4.mp4,ok,0,,5.65
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/03_18__outside_talking_still_laughing__N72YE748.mp4,ok,0,,5.12
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/03_18__podium_speech_happy__22UBC0BS.mp4,ok,0,,5.86
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/03_18__secret_conversation__32DBR8L4.mp4,ok,0,,1.34
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/03_18__secret_conversation__N72YE748.mp4,ok,0,,1.13
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/03_18__talking_angry_couch__22UBC0BS.mp4,ok,0,,10.97
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/03_18__walk_down_hall_angry__22UBC0BS.mp4,ok,0,,3.47
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/03_18__walking_and_outside_surprised__22UBC0BS.mp4,ok,0,,9.3
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/03_18__walking_and_outside_surprised__8HNSXOBW.mp4,ok,0,,7.57
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/03_18__walking_down_indoor_hall_disgust__UEC1BI8E.mp4,ok,0,,12.35
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/03_18__walking_down_street_outside_angry__22UBC0BS.mp4,ok,0,,6.67
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/03_18__walking_outside_cafe_disgusted__22UBC0BS.mp4,ok,0,,5.1
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/03_18__walking_outside_cafe_disgusted__UEC1BI8E.mp4,ok,0,,5.16
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/03_20__kitchen_still__Z6V05FXO.mp4,ok,0,,7.13
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/03_20__meeting_serious__61SVZ2J7.mp4,ok,0,,6.49
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/03_20__outside_talking_pan_laughing__61SVZ2J7.mp4,ok,0,,5.21
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/03_20__secret_conversation__61SVZ2J7.mp4,ok,0,,5.49
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/03_20__talking_against_wall__9NFWR304.mp4,ok,0,,5.59
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/03_20__talking_angry_couch__61SVZ2J7.mp4,ok,0,,9.64
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/03_20__talking_angry_couch__9NFWR304.mp4,ok,0,,9.63
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/03_20__walk_down_hall_angry__61SVZ2J7.mp4,ok,0,,4.04
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/03_26__kitchen_pan__WBSXBL82.mp4,ok,0,,5.06
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/03_26__kitchen_still__WBSXBL82.mp4,ok,0,,6.65
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/03_26__meeting_serious__WBSXBL82.mp4,ok,0,,7.36
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/03_26__outside_talking_pan_laughing__WBSXBL82.mp4,ok,0,,5.1
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/03_26__podium_speech_happy__WBSXBL82.mp4,ok,0,,5.12
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/03_26__talking_against_wall__WBSXBL82.mp4,ok,0,,4.44
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/03_26__talking_angry_couch__WBSXBL82.mp4,ok,0,,10.81
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/03_26__walk_down_hall_angry__WBSXBL82.mp4,ok,0,,3.47
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/03_26__walking_outside_cafe_disgusted__WBSXBL82.mp4,ok,0,,5.3
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/03_27__hugging_happy__72BPN7A1.mp4,ok,0,,5.88
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/03_27__walk_down_hall_angry__IL675GCI.mp4,ok,0,,3.15
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/03_27__walk_down_hall_angry__KWGI1LSZ.mp4,ok,0,,3.65
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/03_27__walking_and_outside_surprised__KWGI1LSZ.mp4,ok,0,,9.56
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/03_27__walking_down_indoor_hall_disgust__IL675GCI.mp4,ok,0,,10.37
DFD,test,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/04_01__exit_phone_room__0XUW13RW.mp4,ok,0,,3.45
DFD,test,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/04_01__kitchen_pan__GBC7ZGDP.mp4,ok,0,,3.52
DFD,test,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/04_01__kitchen_still__6I623VU9.mp4,ok,0,,5.75
DFD,test,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/04_01__kitchen_still__GBC7ZGDP.mp4,ok,0,,5.48
DFD,test,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/04_01__outside_talking_still_laughing__0XUW13RW.mp4,ok,0,,5.55
DFD,test,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/04_01__outside_talking_still_laughing__6I623VU9.mp4,ok,0,,5.07
DFD,test,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/04_01__podium_speech_happy__0XUW13RW.mp4,ok,0,,5.65
DFD,test,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/04_01__podium_speech_happy__6I623VU9.mp4,ok,0,,5.91
DFD,test,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/04_01__podium_speech_happy__GBC7ZGDP.mp4,ok,0,,6.22
DFD,test,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/04_01__secret_conversation__6I623VU9.mp4,ok,0,,5.14
DFD,test,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/04_01__talking_angry_couch__0XUW13RW.mp4,ok,0,,12.01
DFD,test,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/04_01__walk_down_hall_angry__0XUW13RW.mp4,ok,0,,2.17
DFD,test,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/04_01__walk_down_hall_angry__GBC7ZGDP.mp4,ok,0,,2.13
DFD,test,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/04_01__walking_down_street_outside_angry__0XUW13RW.mp4,ok,0,,3.14
DFD,test,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/04_01__walking_down_street_outside_angry__GBC7ZGDP.mp4,ok,0,,3.3
DFD,test,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/04_01__walking_outside_cafe_disgusted__0XUW13RW.mp4,ok,0,,3.03
DFD,test,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/04_21__kitchen_still__HY1VWEJK.mp4,ok,0,,6.14
DFD,test,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/04_21__outside_talking_pan_laughing__NRI4PHWP.mp4,ok,0,,5.6
DFD,test,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/04_21__outside_talking_pan_laughing__PRCQUMY8.mp4,ok,0,,6.0
DFD,test,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/04_21__outside_talking_still_laughing__5Y31RZP8.mp4,ok,0,,6.82
DFD,test,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/04_21__secret_conversation__PRCQUMY8.mp4,ok,0,,7.68
DFD,test,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/04_21__talking_against_wall__NRI4PHWP.mp4,ok,0,,6.43
DFD,test,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/04_21__talking_angry_couch__5Y31RZP8.mp4,ok,0,,11.74
DFD,test,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/04_21__walking_down_street_outside_angry__5Y31RZP8.mp4,ok,0,,4.84
DFD,val,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/05_08__exit_phone_room__YN1Q9TER.mp4,ok,0,,5.22
DFD,val,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/05_08__hugging_happy__FBICSP2C.mp4,ok,0,,7.13
DFD,val,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/05_08__kitchen_pan__BGI70HJ5.mp4,ok,0,,6.18
DFD,val,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/05_08__kitchen_still__LVIZ2X8P.mp4,ok,0,,7.07
DFD,val,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/05_08__outside_talking_pan_laughing__FBICSP2C.mp4,ok,0,,6.34
DFD,val,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/05_08__talking_against_wall__BGI70HJ5.mp4,ok,0,,6.01
DFD,val,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/05_08__talking_against_wall__PRBCE28Z.mp4,ok,0,,5.82
DFD,val,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/05_08__walk_down_hall_angry__PRBCE28Z.mp4,ok,0,,4.79
DFD,val,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/05_08__walk_down_hall_angry__UNN7ZGKO.mp4,ok,0,,4.32
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_02__exit_phone_room__3J3BHSHI.mp4,ok,0,,3.37
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_02__exit_phone_room__J1W9R0NG.mp4,ok,0,,2.13
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_02__exit_phone_room__SU4OQCS9.mp4,ok,0,,2.53
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_02__kitchen_pan__O9WOC1KJ.mp4,ok,0,,5.55
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_02__outside_talking_still_laughing__HZAXM70B.mp4,ok,0,,5.61
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_02__podium_speech_happy__N8OSN8P6.mp4,ok,0,,8.74
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_02__talking_against_wall__GH8TGTBS.mp4,ok,0,,6.64
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_02__talking_against_wall__MKZTXQ2T.mp4,ok,0,,6.1
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_02__talking_against_wall__SU4OQCS9.mp4,ok,0,,5.9
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_02__talking_angry_couch__J1W9R0NG.mp4,ok,0,,9.5
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_02__talking_angry_couch__U6MDWIHG.mp4,ok,0,,9.61
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_02__walk_down_hall_angry__37DH75GQ.mp4,ok,0,,3.97
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_02__walking_and_outside_surprised__MKZTXQ2T.mp4,ok,0,,9.8
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_02__walking_and_outside_surprised__O9WOC1KJ.mp4,ok,0,,9.12
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_02__walking_down_indoor_hall_disgust__GH8TGTBS.mp4,ok,0,,10.82
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_02__walking_down_indoor_hall_disgust__U6MDWIHG.mp4,ok,0,,10.74
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_02__walking_down_street_outside_angry__0M6JNS5D.mp4,ok,0,,4.94
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_02__walking_down_street_outside_angry__37DH75GQ.mp4,ok,0,,4.7
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_03__exit_phone_room__1IXGY2FK.mp4,ok,0,,2.27
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_03__hugging_happy__1IXGY2FK.mp4,ok,0,,6.11
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_03__hugging_happy__4I8LRXWF.mp4,ok,0,,6.3
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_03__kitchen_pan__1IXGY2FK.mp4,ok,0,,5.37
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_03__kitchen_pan__2XWC5JED.mp4,ok,0,,5.55
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_03__kitchen_pan__KIWCEATU.mp4,ok,0,,5.32
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_03__kitchen_still__1IXGY2FK.mp4,ok,0,,5.9
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_03__outside_talking_still_laughing__ZFRX9RKW.mp4,ok,0,,4.67
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_03__podium_speech_happy__1IXGY2FK.mp4,ok,0,,7.64
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_03__talking_against_wall__1IXGY2FK.mp4,ok,0,,5.32
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_03__talking_against_wall__4I8LRXWF.mp4,ok,0,,5.4
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_03__talking_angry_couch__83ABVHC3.mp4,ok,0,,9.19
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_03__walk_down_hall_angry__1IXGY2FK.mp4,ok,0,,2.53
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_03__walking_down_indoor_hall_disgust__1IXGY2FK.mp4,ok,0,,11.24
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_03__walking_down_indoor_hall_disgust__KIWCEATU.mp4,ok,0,,11.27
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_03__walking_down_indoor_hall_disgust__OPTNKNYK.mp4,ok,0,,10.37
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_03__walking_down_street_outside_angry__1IXGY2FK.mp4,ok,0,,4.18
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_07__exit_phone_room__NMGYPBXE.mp4,ok,0,,3.04
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_07__kitchen_pan__NMGYPBXE.mp4,ok,0,,5.37
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_07__outside_talking_pan_laughing__NMGYPBXE.mp4,ok,0,,4.96
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_07__outside_talking_still_laughing__NMGYPBXE.mp4,ok,0,,4.62
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_07__podium_speech_happy__NMGYPBXE.mp4,ok,0,,7.37
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_07__talking_against_wall__NMGYPBXE.mp4,ok,0,,4.8
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_07__walking_down_street_outside_angry__NMGYPBXE.mp4,ok,0,,4.29
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_07__walking_outside_cafe_disgusted__NMGYPBXE.mp4,ok,0,,3.54
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_11__exit_phone_room__C8C4FW99.mp4,ok,0,,2.21
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_11__hugging_happy__C8C4FW99.mp4,ok,0,,36.67
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_11__kitchen_still__C8C4FW99.mp4,ok,0,,36.07
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_11__outside_talking_pan_laughing__C8C4FW99.mp4,ok,0,,4.88
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_11__outside_talking_pan_laughing__MX659QU8.mp4,ok,0,,4.42
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_11__outside_talking_still_laughing__C8C4FW99.mp4,ok,0,,34.29
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_11__outside_talking_still_laughing__MX659QU8.mp4,ok,0,,34.03
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_11__talking_against_wall__C8C4FW99.mp4,ok,0,,34.96
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_11__walking_and_outside_surprised__C8C4FW99.mp4,ok,0,,38.52
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_11__walking_outside_cafe_disgusted__MX659QU8.mp4,ok,0,,3.29
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_12__hugging_happy__3K21NFNM.mp4,ok,0,,36.28
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_12__hugging_happy__F3I4PDYF.mp4,ok,0,,36.48
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_12__outside_talking_pan_laughing__0VR4Y891.mp4,ok,0,,33.76
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_12__outside_talking_pan_laughing__3K21NFNM.mp4,ok,0,,34.53
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_12__outside_talking_still_laughing__3K21NFNM.mp4,ok,0,,5.43
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_12__podium_speech_happy__0VR4Y891.mp4,ok,0,,9.85
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_12__podium_speech_happy__3K21NFNM.mp4,ok,0,,9.8
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_12__talking_against_wall__0VR4Y891.mp4,ok,0,,6.09
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_12__talking_against_wall__3K21NFNM.mp4,ok,0,,6.05
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_12__walk_down_hall_angry__3K21NFNM.mp4,ok,0,,2.94
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_12__walking_and_outside_surprised__3K21NFNM.mp4,ok,0,,10.06
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_12__walking_down_indoor_hall_disgust__3K21NFNM.mp4,ok,0,,13.66
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_12__walking_down_street_outside_angry__3K21NFNM.mp4,ok,0,,4.81
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_14__hugging_happy__8U9ULZDT.mp4,ok,0,,8.19
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_14__kitchen_still__8U9ULZDT.mp4,ok,0,,7.43
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_14__outside_talking_pan_laughing__8U9ULZDT.mp4,ok,0,,5.38
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_14__outside_talking_still_laughing__8U9ULZDT.mp4,ok,0,,6.37
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_14__podium_speech_happy__8U9ULZDT.mp4,ok,0,,10.95
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_14__talking_angry_couch__8U9ULZDT.mp4,ok,0,,11.25
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_14__walking_and_outside_surprised__8U9ULZDT.mp4,ok,0,,10.83
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_14__walking_down_indoor_hall_disgust__8U9ULZDT.mp4,ok,0,,14.47
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_15__exit_phone_room__QRCD27P8.mp4,ok,0,,3.57
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_15__hugging_happy__QRCD27P8.mp4,ok,0,,7.67
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_15__kitchen_pan__E98QYYXO.mp4,ok,0,,6.11
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_15__kitchen_pan__QRCD27P8.mp4,ok,0,,7.43
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_15__kitchen_still__QRCD27P8.mp4,ok,0,,7.72
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_15__outside_talking_pan_laughing__QRCD27P8.mp4,ok,0,,6.07
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_15__outside_talking_still_laughing__E98QYYXO.mp4,ok,0,,7.09
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_15__outside_talking_still_laughing__QRCD27P8.mp4,ok,0,,5.55
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_15__podium_speech_happy__QRCD27P8.mp4,ok,0,,8.21
DFD,train,fake,0,DFD_manipulated_sequences/DFD_manipulated_sequences/06_15__talking_against_wall__QRCD27P8.mp4,ok,0,,6.35
