dataset,relative_path,width,height,resolution,frame_count,fps,duration_seconds,file_size_bytes,file_size_mb,status,error
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id4_id35_0001.mp4,942,500,942x500,508,30.0,16.933,567070,0.541,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id4_id35_0003.mp4,942,500,942x500,454,30.0,15.133,542309,0.517,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id4_id35_0004.mp4,942,500,942x500,256,30.0,8.533,222473,0.212,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id4_id35_0009.mp4,942,500,942x500,321,30.0,10.7,292008,0.278,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id4_id37_0003.mp4,942,500,942x500,353,30.0,11.767,557524,0.532,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id4_id37_0007.mp4,942,500,942x500,473,30.0,15.767,432502,0.412,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id4_id3_0002.mp4,942,500,942x500,428,30.0,14.267,403642,0.385,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id4_id3_0003.mp4,942,500,942x500,372,30.0,12.4,486872,0.464,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id4_id3_0004.mp4,942,500,942x500,499,30.0,16.633,287036,0.274,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id4_id3_0008.mp4,942,500,942x500,458,30.0,15.267,332062,0.317,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id4_id6_0002.mp4,942,500,942x500,611,30.0,20.367,438340,0.418,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id4_id6_0007.mp4,942,500,942x500,557,30.0,18.567,738323,0.704,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id4_id9_0000.mp4,942,500,942x500,448,30.0,14.933,446463,0.426,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id4_id9_0007.mp4,942,500,942x500,456,30.0,15.2,496414,0.473,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id4_id9_0008.mp4,942,500,942x500,461,30.0,15.367,328143,0.313,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id50_id49_0002.mp4,856,478,856x478,437,29.0,15.069,879283,0.839,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id50_id49_0003.mp4,856,478,856x478,391,30.0,13.033,339096,0.323,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id50_id51_0001.mp4,856,478,856x478,408,30.0,13.6,277567,0.265,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id50_id51_0006.mp4,856,478,856x478,461,29.0,15.897,398459,0.38,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id50_id51_0008.mp4,856,478,856x478,454,30.0,15.133,571969,0.545,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id50_id51_0009.mp4,856,478,856x478,527,30.0,17.567,368324,0.351,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id50_id52_0003.mp4,856,478,856x478,466,30.0,15.533,377321,0.36,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id50_id52_0006.mp4,856,478,856x478,455,29.0,15.69,329896,0.315,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id50_id52_0009.mp4,856,478,856x478,327,30.0,10.9,262859,0.251,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id50_id53_0001.mp4,856,478,856x478,328,30.0,10.933,253591,0.242,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id50_id53_0004.mp4,856,478,856x478,477,30.0,15.9,272503,0.26,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id50_id54_0001.mp4,856,478,856x478,579,30.0,19.3,529920,0.505,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id50_id54_0004.mp4,856,478,856x478,494,30.0,16.467,422474,0.403,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id50_id54_0006.mp4,856,478,856x478,441,30.0,14.7,351939,0.336,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id50_id54_0007.mp4,856,478,856x478,571,30.0,19.033,287235,0.274,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id50_id55_0002.mp4,856,478,856x478,418,30.0,13.933,591535,0.564,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id50_id55_0003.mp4,856,478,856x478,474,30.0,15.8,428980,0.409,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id50_id56_0001.mp4,856,478,856x478,464,30.0,15.467,289369,0.276,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id50_id56_0007.mp4,856,478,856x478,235,29.0,8.103,147058,0.14,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id50_id57_0000.mp4,856,478,856x478,639,29.0,22.034,439375,0.419,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id50_id57_0001.mp4,856,478,856x478,457,30.0,15.233,264994,0.253,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id50_id57_0006.mp4,856,478,856x478,453,29.0,15.621,291938,0.278,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id50_id57_0008.mp4,856,478,856x478,456,29.0,15.724,499769,0.477,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id50_id57_0009.mp4,856,478,856x478,335,29.0,11.552,284704,0.272,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id51_id49_0001.mp4,856,478,856x478,460,30.0,15.333,583530,0.556,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id51_id49_0004.mp4,856,478,856x478,414,30.0,13.8,503662,0.48,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id51_id49_0005.mp4,856,478,856x478,479,30.0,15.967,399896,0.381,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id51_id50_0007.mp4,856,478,856x478,438,30.0,14.6,310830,0.296,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id51_id50_0008.mp4,856,478,856x478,301,30.0,10.033,214034,0.204,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id51_id53_0006.mp4,856,478,856x478,485,30.0,16.167,252965,0.241,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id51_id53_0007.mp4,856,478,856x478,447,30.0,14.9,415277,0.396,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id51_id53_0008.mp4,856,478,856x478,449,30.0,14.967,197439,0.188,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id51_id54_0002.mp4,856,478,856x478,447,30.0,14.9,336324,0.321,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id51_id54_0004.mp4,856,478,856x478,494,30.0,16.467,537026,0.512,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id51_id54_0005.mp4,856,478,856x478,266,30.0,8.867,164776,0.157,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id51_id54_0006.mp4,856,478,856x478,441,30.0,14.7,261757,0.25,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id51_id55_0000.mp4,856,478,856x478,449,30.0,14.967,499782,0.477,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id51_id55_0004.mp4,856,478,856x478,449,30.0,14.967,650439,0.62,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id51_id55_0006.mp4,856,478,856x478,259,30.0,8.633,149687,0.143,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id51_id56_0005.mp4,856,478,856x478,469,29.0,16.172,345153,0.329,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id51_id57_0000.mp4,856,478,856x478,639,29.0,22.034,471633,0.45,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id51_id57_0007.mp4,856,478,856x478,441,30.0,14.7,261310,0.249,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id51_id57_0008.mp4,856,478,856x478,456,29.0,15.724,264316,0.252,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id51_id58_0000.mp4,856,478,856x478,446,30.0,14.867,354259,0.338,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id51_id58_0002.mp4,856,478,856x478,466,30.0,15.533,309004,0.295,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id51_id58_0004.mp4,856,478,856x478,460,30.0,15.333,389328,0.371,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id51_id58_0008.mp4,856,478,856x478,388,30.0,12.933,177035,0.169,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id52_id49_0000.mp4,856,478,856x478,278,30.0,9.267,663499,0.633,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id52_id49_0006.mp4,856,478,856x478,330,30.0,11.0,361197,0.344,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id52_id50_0001.mp4,856,478,856x478,383,30.0,12.767,452692,0.432,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id52_id50_0002.mp4,856,478,856x478,464,30.0,15.467,299495,0.286,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id52_id50_0004.mp4,856,478,856x478,473,30.0,15.767,526761,0.502,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id52_id50_0005.mp4,856,478,856x478,489,29.0,16.862,314978,0.3,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id52_id53_0001.mp4,856,478,856x478,328,30.0,10.933,364391,0.348,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id52_id53_0007.mp4,856,478,856x478,447,30.0,14.9,285260,0.272,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id52_id53_0008.mp4,856,478,856x478,449,30.0,14.967,399158,0.381,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id52_id54_0001.mp4,856,478,856x478,579,30.0,19.3,813325,0.776,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id52_id54_0002.mp4,856,478,856x478,447,30.0,14.9,451028,0.43,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id52_id54_0003.mp4,856,478,856x478,314,30.0,10.467,171337,0.163,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id52_id54_0004.mp4,856,478,856x478,494,30.0,16.467,581616,0.555,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id52_id54_0005.mp4,856,478,856x478,266,30.0,8.867,153600,0.146,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id52_id54_0009.mp4,856,478,856x478,464,30.0,15.467,484498,0.462,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id52_id55_0005.mp4,856,478,856x478,468,30.0,15.6,344754,0.329,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id52_id55_0007.mp4,856,478,856x478,481,30.0,16.033,279456,0.267,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id52_id56_0009.mp4,856,478,856x478,297,30.0,9.9,215594,0.206,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id52_id57_0004.mp4,856,478,856x478,451,30.0,15.033,401241,0.383,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id52_id57_0005.mp4,856,478,856x478,468,30.0,15.6,260075,0.248,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id52_id57_0007.mp4,856,478,856x478,441,30.0,14.7,194473,0.185,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id52_id57_0009.mp4,856,478,856x478,335,29.0,11.552,337386,0.322,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id52_id58_0001.mp4,856,478,856x478,458,29.0,15.793,302672,0.289,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id52_id58_0003.mp4,856,478,856x478,501,30.0,16.7,340461,0.325,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id52_id58_0007.mp4,856,478,856x478,314,30.0,10.467,201334,0.192,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id53_id49_0002.mp4,856,478,856x478,437,29.0,15.069,292972,0.279,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id53_id49_0008.mp4,856,478,856x478,311,30.0,10.367,273635,0.261,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id53_id50_0000.mp4,856,478,856x478,283,30.0,9.433,319373,0.305,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id53_id50_0002.mp4,856,478,856x478,464,30.0,15.467,215816,0.206,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id53_id50_0004.mp4,856,478,856x478,473,30.0,15.767,453501,0.432,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id53_id50_0006.mp4,856,478,856x478,449,30.0,14.967,311649,0.297,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id53_id50_0008.mp4,856,478,856x478,301,30.0,10.033,328419,0.313,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id53_id50_0009.mp4,856,478,856x478,451,30.0,15.033,383170,0.365,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id53_id51_0002.mp4,856,478,856x478,302,30.0,10.067,227333,0.217,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id53_id51_0003.mp4,856,478,856x478,329,30.0,10.967,560585,0.535,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id53_id51_0004.mp4,856,478,856x478,447,29.0,15.414,385274,0.367,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id53_id51_0007.mp4,856,478,856x478,450,30.0,15.0,247847,0.236,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id53_id52_0001.mp4,856,478,856x478,466,30.0,15.533,431845,0.412,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id53_id52_0003.mp4,856,478,856x478,466,30.0,15.533,552293,0.527,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id53_id52_0007.mp4,856,478,856x478,494,30.0,16.467,217465,0.207,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id53_id52_0008.mp4,856,478,856x478,551,30.0,18.367,400161,0.382,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id53_id54_0000.mp4,856,478,856x478,483,30.0,16.1,572641,0.546,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id53_id54_0001.mp4,856,478,856x478,579,30.0,19.3,567849,0.542,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id53_id54_0003.mp4,856,478,856x478,314,30.0,10.467,368788,0.352,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id53_id55_0000.mp4,856,478,856x478,449,30.0,14.967,565964,0.54,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id53_id55_0001.mp4,856,478,856x478,322,30.0,10.733,243993,0.233,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id53_id56_0001.mp4,856,478,856x478,464,30.0,15.467,295764,0.282,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id53_id56_0002.mp4,856,478,856x478,362,30.0,12.067,270926,0.258,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id53_id56_0004.mp4,856,478,856x478,449,30.0,14.967,405660,0.387,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id53_id56_0009.mp4,856,478,856x478,297,30.0,9.9,232235,0.221,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id53_id57_0003.mp4,856,478,856x478,455,30.0,15.167,486982,0.464,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id53_id57_0006.mp4,856,478,856x478,453,29.0,15.621,275632,0.263,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id53_id57_0008.mp4,856,478,856x478,456,29.0,15.724,403543,0.385,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id53_id58_0000.mp4,856,478,856x478,446,30.0,14.867,440197,0.42,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id53_id58_0004.mp4,856,478,856x478,460,30.0,15.333,363750,0.347,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id53_id58_0006.mp4,856,478,856x478,458,30.0,15.267,284210,0.271,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id53_id58_0008.mp4,856,478,856x478,388,30.0,12.933,271388,0.259,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id54_id49_0001.mp4,856,478,856x478,460,30.0,15.333,207497,0.198,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id54_id49_0008.mp4,856,478,856x478,311,30.0,10.367,391650,0.374,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id54_id49_0009.mp4,856,478,856x478,459,30.0,15.3,289048,0.276,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id54_id50_0004.mp4,856,478,856x478,473,30.0,15.767,293736,0.28,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id54_id51_0003.mp4,856,478,856x478,329,30.0,10.967,286021,0.273,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id54_id51_0006.mp4,856,478,856x478,461,29.0,15.897,397761,0.379,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id54_id52_0001.mp4,856,478,856x478,466,30.0,15.533,273435,0.261,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id54_id52_0003.mp4,856,478,856x478,466,30.0,15.533,278100,0.265,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id54_id52_0005.mp4,856,478,856x478,464,30.0,15.467,378591,0.361,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id54_id52_0006.mp4,856,478,856x478,455,29.0,15.69,347484,0.331,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id54_id53_0000.mp4,856,478,856x478,473,30.0,15.767,316187,0.302,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id54_id53_0001.mp4,856,478,856x478,328,30.0,10.933,174981,0.167,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id54_id53_0008.mp4,856,478,856x478,449,30.0,14.967,437639,0.417,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id54_id55_0006.mp4,856,478,856x478,259,30.0,8.633,192516,0.184,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id54_id55_0008.mp4,856,478,856x478,427,30.0,14.233,712201,0.679,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id54_id55_0009.mp4,856,478,856x478,610,30.0,20.333,383185,0.365,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id54_id56_0002.mp4,856,478,856x478,362,30.0,12.067,223775,0.213,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id54_id56_0008.mp4,856,478,856x478,351,30.0,11.7,452313,0.431,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id54_id57_0006.mp4,856,478,856x478,453,29.0,15.621,305672,0.292,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id54_id57_0008.mp4,856,478,856x478,456,29.0,15.724,596640,0.569,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id54_id58_0004.mp4,856,478,856x478,460,30.0,15.333,230753,0.22,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id55_id49_0002.mp4,856,478,856x478,437,29.0,15.069,353983,0.338,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id55_id49_0007.mp4,856,478,856x478,383,30.0,12.767,329480,0.314,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id55_id49_0008.mp4,856,478,856x478,311,30.0,10.367,314621,0.3,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id55_id50_0001.mp4,856,478,856x478,383,30.0,12.767,813624,0.776,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id55_id50_0003.mp4,856,478,856x478,467,30.0,15.567,214232,0.204,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id55_id50_0004.mp4,856,478,856x478,473,30.0,15.767,234667,0.224,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id55_id50_0005.mp4,856,478,856x478,489,29.0,16.862,433516,0.413,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id55_id51_0000.mp4,856,478,856x478,438,30.0,14.6,351012,0.335,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id55_id51_0002.mp4,856,478,856x478,302,30.0,10.067,272482,0.26,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id55_id51_0006.mp4,856,478,856x478,461,29.0,15.897,361763,0.345,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id55_id51_0007.mp4,856,478,856x478,450,30.0,15.0,408495,0.39,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id55_id51_0008.mp4,856,478,856x478,454,30.0,15.133,479907,0.458,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id55_id52_0002.mp4,856,478,856x478,541,30.0,18.033,468051,0.446,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id55_id52_0009.mp4,856,478,856x478,327,30.0,10.9,293991,0.28,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id55_id53_0002.mp4,856,478,856x478,305,30.0,10.167,331412,0.316,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id55_id53_0004.mp4,856,478,856x478,477,30.0,15.9,167414,0.16,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id55_id54_0000.mp4,856,478,856x478,483,30.0,16.1,444573,0.424,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id55_id56_0000.mp4,856,478,856x478,469,30.0,15.633,339745,0.324,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id55_id56_0002.mp4,856,478,856x478,362,30.0,12.067,327878,0.313,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id55_id56_0004.mp4,856,478,856x478,449,30.0,14.967,219686,0.21,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id55_id56_0007.mp4,856,478,856x478,235,29.0,8.103,294475,0.281,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id55_id58_0006.mp4,856,478,856x478,458,30.0,15.267,282857,0.27,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id55_id58_0008.mp4,856,478,856x478,388,30.0,12.933,307648,0.293,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id55_id58_0009.mp4,856,478,856x478,450,29.0,15.517,280480,0.267,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id56_id49_0003.mp4,856,478,856x478,391,30.0,13.033,350589,0.334,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id56_id49_0006.mp4,856,478,856x478,330,30.0,11.0,282690,0.27,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id56_id50_0002.mp4,856,478,856x478,464,30.0,15.467,236774,0.226,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id56_id50_0005.mp4,856,478,856x478,489,29.0,16.862,269412,0.257,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id56_id50_0006.mp4,856,478,856x478,449,30.0,14.967,287074,0.274,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id56_id50_0008.mp4,856,478,856x478,301,30.0,10.033,311930,0.297,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id56_id52_0001.mp4,856,478,856x478,466,30.0,15.533,485016,0.463,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id56_id52_0002.mp4,856,478,856x478,541,30.0,18.033,448311,0.428,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id56_id52_0005.mp4,856,478,856x478,464,30.0,15.467,276660,0.264,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id56_id52_0008.mp4,856,478,856x478,551,30.0,18.367,389584,0.372,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id56_id52_0009.mp4,856,478,856x478,327,30.0,10.9,389628,0.372,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id56_id53_0006.mp4,856,478,856x478,485,30.0,16.167,288894,0.276,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id56_id54_0001.mp4,856,478,856x478,579,30.0,19.3,590547,0.563,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id56_id54_0008.mp4,856,478,856x478,349,30.0,11.633,270063,0.258,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id56_id55_0001.mp4,856,478,856x478,322,30.0,10.733,263933,0.252,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id56_id55_0003.mp4,856,478,856x478,474,30.0,15.8,412629,0.394,ok,
CelebDFv3,CelebDFv3\FAKE\FaceReenact\LivePortrait\id56_id55_0008.mp4,856,478,856x478,427,30.0,14.233,452291,0.431,ok,
